saturated__water_content,prediction
0.376418799161911,-0.11251494504208995
0.3767522092984647,-0.1194825950066535
0.37708561943501845,-0.10872627784872797
0.37741902957157214,-0.13433891293450445
0.37775243970812583,-0.13518089596000066
0.3780858498446795,-0.1330319329341371
0.37841925998123327,-0.133207022623071
0.37875267011778696,-0.13209182859459168
0.37908608025434065,-0.13083975591991204
0.37941949039089434,-0.1311560450108961
0.3797529005274481,-0.12798270585947996
0.3800863106640018,-0.1268215343602158
0.38041972080055547,-0.12777133185181544
0.38075313093710916,-0.1283734934629191
0.3810865410736629,-0.128714108781705
0.3814199512102166,-0.1287517895756201
0.3817533613467703,-0.12851007047557797
0.38208677148332404,-0.1273455989789148
0.38242018161987773,-0.12857799157517932
0.3827535917564314,-0.1280500340573077
0.3830870018929851,-0.1300755615360796
0.38342041202953886,-0.12855119589591535
0.38375382216609255,-0.12925829879917958
0.38408723230264624,-0.12895308106601713
0.38442064243919993,-0.12964216689404262
0.3847540525757537,-0.130459231476295
0.38508746271230737,-0.13174850901874782
0.38542087284886106,-0.133103104124359
0.38575428298541475,-0.13706128523886027
0.3860876931219685,-0.13807660955489742
0.3864211032585222,-0.13757023010697697
0.3867545133950759,-0.13737712150955683
0.3870879235316296,-0.14046317163253183
0.3874213336681833,-0.14108037378491337
0.387754743804737,-0.1407738078669722
0.3880881539412907,-0.13739908125509265
0.38842156407784445,-0.14243736536564292
0.38875497421439814,-0.10149049262870179
0.38908838435095183,-0.08287888682458594
0.3894217944875055,-0.08181344314592963
0.38975520462405927,-0.07845588045247451
0.39008861476061296,-0.08070212158481173
0.39042202489716665,-0.0807916292543264
0.39075543503372034,-0.07502984449556623
0.3910888451702741,-0.06676167214718808
0.3914222553068278,-0.07500771048908933
0.3917556654433815,-0.07515398232621476
0.3920890755799352,-0.0748152926195138
0.3924224857164889,-0.07413010898186519
0.3927558958530426,-0.0746298711105668
